first_name,last_name,gender,title,company,year_funded
Andy,Sparks,Male,Co-Founder,Mattermark,2013
Danielle,Morrill,Female,Co-Founder & CEO,Mattermark,2013
Kevin,Morrill,Male,Co-Founder & CTO,Mattermark,2013
Yoav,Pasovsky,Male,Founder,OKpanda,2013
Nir,Markus,Male,Founder,OKpanda,2013
Adam,Gries,Male,Founder,OKpanda,2013
Ari,Tulla,Male,CEO & Co-Founder,BetterDoctor,2013
Tapio,Tolvanen,Male,CTO & Co-Founders,BetterDoctor,2013
Dan,Kador,Male,"Founder, CTO",Keen IO,2013
Kyle,Wild,Male,"Founder, CEO",Keen IO,2013
Ryan,Spraetz,Male,"Founder, Chief Product Officer",Keen IO,2013
Yash,Kumar,Male,CEO and Co-Founder,Runnable,2013
Blake,Commagere,Male,Founder & CEO,MediaSpike,2013
Daniel,Jurek,Male,CTO & Founder,MailLift,2013
Gadi,Bashvitz,Male,Co-Founder & CEO,OLSET,2013
Amyn,Sheriff,Male,Co-Founder & CTO,OLSET,2013
Dejan,Diklic,Male,Founder & CTO,OLSET,2013
Allan,Carroll,Male,"Founder, CTO",Hangtime,2013
Karl,Jacob,Male,CEO and Founder,Hangtime,2013
Geoff,Larson,Male,Co-Founder,Intuitive Motion,2013
Ben,Forman,Male,Co-Founder,Intuitive Motion,2013
Jonathan,Cordeau,Male,Founder/CEO,LaunchTrack,2013
David,Clausen,Male,Founder,LaunchTrack,2013
Kate,Willett,Female,"Founder, VP of Business Development",ViralGains,2013
Jay,Singh,Male,"Founder, CEO",ViralGains,2013
Dan,Levin,Male,"Founder, President & COO",ViralGains,2013
Carlo,de los Santos,Male,Founder,BuzzStarter,2013
Ken,Zi Wang,Male,Founder & CEO,BuzzStarter,2013
Alexi,Nedeltchev,Female,Co - Founder & CTO,BuzzStarter,2013
Tom,Savage,Male,Founder,3Sourcing,2013
Razvan,Dinu,Male,Founder,3Sourcing,2013
Chris,Cordle,Male,Co-founder & Web Development,Partender,2013
Brian,Sunter,Male,Co-founder & CTO,Partender,2013
Nikhil,Kundra,Male,Co-founder & CEO,Partender,2013
Spencer,Ellinor,Male,Co-founder & CIO,Partender,2013
Anjali,Kundra,Female,Co-founder & VP Ops,Partender,2013
Ishan,Kulkarni,Male,Co-founder & VP Support,Partender,2013
Christopher,Grey,Male,CFO/COO/Co-Founder,CapLinked,2013
Eric,Jackson,Male,CEO/Co-founder,CapLinked,2013
Benjamin,Lowenstein,Male,Founder & CEO,Colingo,2013
Lee,Jacobs,Male,Founder,Colingo,2013
