first_name,last_name,gender,title,company,year_funded
Dan,Veltri,Male,Founder & COO,Weebly,2011
David,Rusenko,Male,Founder & CEO,Weebly,2011
Chris,Fanini,Male,Founder & CTO,Weebly,2011
Pooja,Sankar,Female,Founder,Piazza,2011
Zvi,Guterman,Male,Co-Founder and Chief Strategy Officer,CloudShare,2011
Stepan,Pachikov,Male,Founder,Evernote,2011
Varun,Mehta,Male,Founder and VP of Engineering,Nimble Storage,2011
Umesh,Maheshwari,Male,Founder and CTO,Nimble Storage,2011
Yongzhi,Yang,Male,Founder and CEO,MoboTap,2011
Dr.,Raju Pandey,Male,"CTO , Co-Founder , Board of Directors",SynapSense,2011
Clara,Shih,Female,CEO and Co-Founder,Hearsay Social,2011
Steve,Garrity,Male,Founder,Hearsay Social,2011
Robert,Cromwell,Male,"Co-Founder and VP, Engineering",Inkling Systems,2011
Matt,MacInnis,Male,Founder and CEO,Inkling Systems,2011
Josh,Forman,Male,"Co-Founder and VP, Product",Inkling Systems,2011
Ramani,Kothandaraman,Male,Co-Founder,Druva,2011
Tal,Chalozin,Male,"CTO,  Co-Founder",Innovid,2011
Zvika,Netter,Male,"CEO, Co-Founder",Innovid,2011
Zack,Zigdon,Male,"EVP Product & Client Services, Co-Founder",Innovid,2011
Mitch,Galbraith,Male,Founder & CEO,Flickme,2011
Drew,Houston,Male,Founder & CEO,Dropbox,2011
Arash,Ferdowsi,Male,Founder & CTO,Dropbox,2011
Vlad,Vendrow,Male,Co-Founder and Chief Technology Officer of RingCentral,RingCentral,2011
Vlad,Shmunis,Male,"CEO, Founder and Chairman of the Board",RingCentral,2011
Dwight,Merriman,Male,Chairman & Co-Founder,"MongoDB, Inc.",2011
Eliot,Horowitz,Male,CTO & Co-Founder,"MongoDB, Inc.",2011
Kevin,Ryan,Male,Founder & Chairman,"MongoDB, Inc.",2011
Jaime,Zuluga,Male,Co-founder & President of Customer Success,Roambi,2011
David,Becerra,Male,Co-founder & VP Strategy & Business Development,Roambi,2011
Quinton,Alsbury,Male,Co-founder & President of Product Innovation,Roambi,2011
David,Karp,Male,Founder,Tumblr,2011
Razor,Suleman,Male,Founder & CEO,Achievers,2011
Kumar,Ganapathy,Male,Chief Business Officer and Co-Founder,Virident Systems,2011
Vijay,Karamcheti,Male,Chief Technology Officer and Co-Founder,Virident Systems,2011
Raj,Parekh,Male,"Co-Founder, Ex CEO and Chairman",Virident Systems,2011
J.R.,Johnson,Male,Founder & CEO,Trippy,2011
Kevin,Hartz,Male,"Co-Founder, Board of Directors",Xoom Corporation,2011
Alan,Braverman,Male,Co-Founder,Xoom Corporation,2011
Adi,Tatarko,Female,"Co-Founder, CEO",Houzz,2011
Alon,Cohen,Male,"Co-Founder, President",Houzz,2011
Ryan,Bednar,Male,"Co-Founder, Engineering",Tutorspree,2011
Aaron,Harris,Male,Co-Founder and CEO,Tutorspree,2011
Josh,Abrams,Male,"Co-Founder, Operations",Tutorspree,2011
Ben,Lewis,Male,Founder,Karma,2011
Lee,Linden,Male,Founder,Karma,2011
John,Collison,Male,Cofounder,Stripe,2011
Patrick,Collison,Male,Cofounder + CEO,Stripe,2011
Jessica,Herrin,Female,"CEO, Founder",Stella & Dot,2011
Rod,Begbie,Male,Co-founder and CTO,Sosh,2011
Rishi,Mandal,Male,Co-founder,Sosh,2011
Vivek,Patel,Male,Co-founder,Sosh,2011
Tal,Zubalsky,Male,Co-Founder & VP Product,Interlude,2011
Yoni,Bloch,Male,Co-Founder & CEO,Interlude,2011
Barak,Feldman,Male,Co-Founder & COO,Interlude,2011
Jonathan,Kaplan,Male,Founder,THE MELT,2011
Petro,Estakhri,Male,CEO/President/Founder/Director,Avalanche Technology,2012
Rajiv,Yadav Ranjan,Male,CTO/Founder/Director,Avalanche Technology,2012
Guy,Rosen,Male,Co-Founder & CEO,Onavo,2012
Roi,Tiger,Male,Co-Founder & CTO,Onavo,2012
John,Collison,Male,Cofounder,Stripe,2012
Patrick,Collison,Male,Cofounder + CEO,Stripe,2012
Matt,Michelsen,Male,Co-Founder & CEO,Backplane,2012
Troy,Carter,Male,Co-Founder,Backplane,2012
Alex,Moore,Male,Co-Founder,Backplane,2012
Joey,Primiani,Male,Co-Founder,Backplane,2012
Bill,Kish,Male,Founder & CTO,Ruckus Wireless,2012
Shawn,Melamed,Male,"Founder, President & CEO",Correlix,2012
Kevin,Systrom,Male,Co-Founder,Instagram,2012
Mike,Krieger,Male,Co-Founder,Instagram,2012
Narinder,Singh,Male,"Founder, CSO",Appirio,2012
Farrokh,Farrokhi,Male,"Co - Founder & VP, Systems",Quantenna Communications,2012
Behrooz,Rezvani,Male,"CEO, Co-Founder, and Chairman",Quantenna Communications,2012
Andrea,Goldsmith,Female,"Co-Founder, CTO",Quantenna Communications,2012
Brad,Peters,Male,"Co-Founder, CEO",Birst,2012
Paul,Staelin,Male,"Co-Founder, VP of Customer Success",Birst,2012
Kamakshi,Sivaramakrishnan,Female,Founder & CEO,Drawbridge,2012
Ryan,Smith,Male,CEO/Founder,Qualtrics,2012
Nat,Kreamer,Male,"Founder, President & Chief Operating Officer",Sunrun,2012
Dwight,Merriman,Male,Chairman & Co-Founder,"MongoDB, Inc.",2012
Eliot,Horowitz,Male,CTO & Co-Founder,"MongoDB, Inc.",2012
Kevin,Ryan,Male,Founder & Chairman,"MongoDB, Inc.",2012
Ajay,Mishra,Male,Co-Founder & Chief Customer Officer,MobileIron,2012
Suresh,Batchu,Male,Co-Founder and Vice President of Engineering,MobileIron,2012
Dani,Golan,Male,"Co-Founder , CEO & Board of Directors",Kaminario,2012
Ofir,Dubovi,Male,"Co-Founder, Vice President & COO",Kaminario,2012
Sergei,Tsarev,Male,Founder / CTO,Clustrix,2012
Paul,Mikesell,Male,Founder / CEO / VP Engineering,Clustrix,2012
Todd,Brennan,Male,Chairman & Founder,Bit9,2012
Andy,Mroczkowski,Male,Co-founder,MindSnacks,2012
Karl,Stenerud,Male,Co-founder,MindSnacks,2012
Jesse,Pickard,Male,CEO & Co-founder,MindSnacks,2012
Jeff,Evans,Male,Co-founder,MindSnacks,2012
Adam,Hertz,Male,"founder, CEO, Board of Directors",TuneIn,2012
Bill,Moore,Male,Founder / CEO,TuneIn,2012
Joachim,Schoss,Male,Founder,Telcare,2012
Varun,Mehta,Male,Founder and VP of Engineering,Nimble Storage,2012
Umesh,Maheshwari,Male,Founder and CTO,Nimble Storage,2012
Kumar,Ganapathy,Male,Chief Business Officer and Co-Founder,Virident Systems,2012
Vijay,Karamcheti,Male,Chief Technology Officer and Co-Founder,Virident Systems,2012
Raj,Parekh,Male,"Co-Founder, Ex CEO and Chairman",Virident Systems,2012
Borge,Hald,Male,Founder and CEO,Medallia,2012
Keller,Rinaudo,Male,"CEO, Cofounder",Romotive,2012
Phu,Nguyen,Male,Cofounder,Romotive,2012
Peter,Seid,Male,Cofounder,Romotive,2012
Todd,McKinnon,Male,CEO & Co-Founder,Okta,2012
Frederic,Kerrest,Male,COO & Co-Founder,Okta,2012
Nathan,Blecharczyk,Male,Co-Founder & CTO,Airbnb,2012
Brian,Chesky,Male,Co-Founder & CEO,Airbnb,2012
Joe,Gebbia,Male,Co-Founder & CPO,Airbnb,2012
Roy,Reznik,Male,Co-Founder & VP R&D,Adallom,2012
Assaf,Rappaport,Male,Co-Founder & CEO,Adallom,2012
Ami,Luttwak,Male,Co-Founder & CTO,Adallom,2012
Sean,Fannan,Male,Co-founder and CTO,Chartboost,2013
Maria,Alegre,Female,Co-founder and CEO,Chartboost,2013
Ashar,Aziz,Male,"Founder, Vice Chairman of the Board, CTO, and Chief Strategy Officer",FireEye,2013
Chris,Larsen,Male,CEO and Co-Founder,Prosper,2013
John,Witchel,Male,CTO and Co-Founder,Prosper,2013
Adi,Tatarko,Female,"Co-Founder, CEO",Houzz,2013
Alon,Cohen,Male,"Co-Founder, President",Houzz,2013
Rami,Tamir,Male,co-founder and CEO,Ravello Systems,2013
Benny,Schnaider,Male,"co-founder, president and chairman of the board",Ravello Systems,2013
Kamakshi,Sivaramakrishnan,Female,Founder & CEO,Drawbridge,2013
Marc,Willebeek-LeMair,Male,CEO and Founder,Click Security,2013
Brian,Smith,Male,CTO and Founder,Click Security,2013
Tal,Chalozin,Male,"CTO,  Co-Founder",Innovid,2013
Zvika,Netter,Male,"CEO, Co-Founder",Innovid,2013
Zack,Zigdon,Male,"EVP Product & Client Services, Co-Founder",Innovid,2013
Christopher,Lindblad,Male,Founder,MarkLogic,2013
Sergei,Tsarev,Male,Founder / CTO,Clustrix,2013
Paul,Mikesell,Male,Founder / CEO / VP Engineering,Clustrix,2013
Tal,Zubalsky,Male,Co-Founder & VP Product,Interlude,2013
Yoni,Bloch,Male,Co-Founder & CEO,Interlude,2013
Barak,Feldman,Male,Co-Founder & COO,Interlude,2013
Kaushik,Narayan,Male,Co-Founder and Chief Architect,Skyhigh Networks,2013
Rajiv,Gupta,Male,Founder and CEO,Skyhigh Networks,2013
Sekhar,Sarukkai,Male,Co-Founder and VP of Engineering,Skyhigh Networks,2013
Adam,Hertz,Male,"founder, CEO, Board of Directors",TuneIn,2013
Bill,Moore,Male,Founder / CEO,TuneIn,2013
Sander,Daniels,Male,"Co-Founder, Director of Online Marketing",Thumbtack,2013
Marco,Zappacosta,Male,CEO and Co-Founder,Thumbtack,2013
Jonathan,Swanson,Male,Co-Founder and President,Thumbtack,2013
Jeremy,Tunnell,Male,Co-Founder,Thumbtack,2013
David,Sosna,Male,Co-Founder and CEO,Personetics Technologies,2013
David,Govrin,Male,"Co-Founder & General Manager, Israel",Personetics Technologies,2013
Robert,Cromwell,Male,"Co-Founder and VP, Engineering",Inkling Systems,2013
Matt,MacInnis,Male,Founder and CEO,Inkling Systems,2013
Josh,Forman,Male,"Co-Founder and VP, Product",Inkling Systems,2013
Max,Mullen,Male,Co-founder,Instacart,2013
Apoorva,Mehta,Male,Founder,Instacart,2013
Brandon,Leonardo,Male,Co-founder,Instacart,2013
Rick,Morrison,Male,Founder & CEO,Comprehend Systems,2013
Jud,Gardner,Male,Founder & CTO,Comprehend Systems,2013
Shvetank,Jain,Male,Co-founder,"Kiwi, Inc.",2013
Omar,Siddiqui,Male,"Co-founder, CEO","Kiwi, Inc.",2013
Brad,Peters,Male,"Co-Founder, CEO",Birst,2013
Paul,Staelin,Male,"Co-Founder, VP of Customer Success",Birst,2013
Michael,Heyward,Male,Co-Founder,Whisper,2013
Brad,Brooks,Male,Co-Founder,Whisper,2013
Clara,Shih,Female,CEO and Co-Founder,Hearsay Social,2013
Steve,Garrity,Male,Founder,Hearsay Social,2013
Alexander,Asseily,Male,Chairman & Founder,Jawbone,2013
Hosain,Rahman,Male,Founder/CEO,Jawbone,2013
Ajay,Mishra,Male,Co-Founder & Chief Customer Officer,MobileIron,2013
Suresh,Batchu,Male,Co-Founder and Vice President of Engineering,MobileIron,2013
Todd,McKinnon,Male,CEO & Co-Founder,Okta,2013
Frederic,Kerrest,Male,COO & Co-Founder,Okta,2013
Navneet,Loiwal,Male,Co-Founder & CEO,Shopular,2013
Tommy,Tsai,Male,Founder,Shopular,2013
Rob,Spiro,Male,founder & ceo,Good Eggs,2013
Alon,Salant,Male,founder & cto,Good Eggs,2013
Dwight,Merriman,Male,Chairman & Co-Founder,"MongoDB, Inc.",2013
Eliot,Horowitz,Male,CTO & Co-Founder,"MongoDB, Inc.",2013
Kevin,Ryan,Male,Founder & Chairman,"MongoDB, Inc.",2013
James,Lemke,Male,Founder,Achates Power,2013
Ramani,Kothandaraman,Male,Co-Founder,Druva,2013
Nathan,Blecharczyk,Male,Co-Founder & CTO,Airbnb,2013
Brian,Chesky,Male,Co-Founder & CEO,Airbnb,2013
Joe,Gebbia,Male,Co-Founder & CPO,Airbnb,2013
Garrett,Larsson,Male,Co-Founder and CEO,Mojave Networks,2013
Jesse,Berman,Male,Co-Founder and CTO,Mojave Networks,2013
